userName;content;score;at;sentimen;hasil_prediksi;kategori;sentimen_kategori
Keysal Keysal;great;50;29/12/2020 06:53;puas;puas;lainnya;lainnya
Dicky Hardiansyah;great app;50;29/12/2020 06:48;puas;puas;sistem aplikasi;sistem aplikasi
Jaysel Sayson;i coudn't log in to my facebook account . they always log in to my gmail.account why?;10;29/12/2020 06:30;tidak puas;tidak puas;lainnya;sistem aplikasi
Christine Pamela;good;50;29/12/2020 06:22;puas;puas;lainnya;lainnya
Rinaldi Siregar;very helpful.;50;29/12/2020 05:59;puas;puas;lainnya;lainnya
Edward Thun;the grab food driver disposed my food rather than leave the food at the receptionist of the office building. i could not pick up the call to collect the food due to work urgency and my boss was calling me. want to call back the driver after i off the call from my boss but the mobile number was not reachable and was referring to general line instead of driver's personal mobile number.totally an useless apps and food delivery system which is not customer oriented at all. wasted my food and money.;10;29/12/2020 05:42;tidak puas;tidak puas;driver;driver
Ferrentino Sutjiadi;masih sering bermasalah di aktivasi ovo;30;29/12/2020 05:41;netral;netral;lainnya;lainnya
Zer Ken Yap;i sat in their grab deaf driver partner initiative today. i'm happy that grab is taking the opportunity to reach out to this community. kudos to u guys. glad to see you doing your part to help our community;50;29/12/2020 05:37;puas;puas;driver;driver
aa aa;top up unsuccessful. garbage service. there goes all the points i have accumulated. pretty scammish to make points expire. regret using grabpay. use card or cash instead of this lousy service. honestly grab does not deserve it's success when all the company does is screw people over with its nefarious policies.;10;29/12/2020 05:32;tidak puas;tidak puas;lainnya;sistem aplikasi
Fitri Nayyiroh R;good;50;29/12/2020 05:12;puas;puas;lainnya;lainnya
Mohd Shahrul Nizam Mohd Danuri;great app;50;29/12/2020 04:52;puas;puas;sistem aplikasi;sistem aplikasi
Cow D*ng;the drivers don't have the attitudes;10;29/12/2020 04:49;tidak puas;tidak puas;driver;driver
Nur Azhani Abdullah;good;40;29/12/2020 04:48;puas;puas;lainnya;lainnya
Carmencita Esguerra;i cant install the app i dont know why.;10;29/12/2020 04:32;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Ipung Kuntjoro;smart;50;29/12/2020 04:18;puas;puas;lainnya;driver
Pang Lim Tong;bad customer service;10;29/12/2020 04:16;tidak puas;tidak puas;lainnya;lainnya
Soejadi Hp;review;30;29/12/2020 04:05;netral;netral;lainnya;sistem aplikasi
HO swee wai;this is for grab cambodia. the drivers are horrible. most of the drivers are not properly trained and accepted order but refuse to pick you and insist you cancel the order. they will not cancel your order and make you wait till system reassign new driver. ive wasted so much of my time.;20;29/12/2020 03:45;tidak puas;tidak puas;driver;driver
Chen Farn Vei;good;50;29/12/2020 03:27;puas;puas;lainnya;lainnya
Brian markus;good;50;29/12/2020 03:26;puas;puas;lainnya;lainnya
Dina Muharanny;good;50;29/12/2020 03:20;puas;puas;lainnya;lainnya
isma nizam;good;50;29/12/2020 03:19;puas;puas;lainnya;lainnya
Jeff Maran;good;50;29/12/2020 03:18;puas;puas;lainnya;lainnya
Jen Seng Hong;grab customer service is bad. i didn't receive my grab food order but grab refused refund.;10;29/12/2020 03:16;tidak puas;tidak puas;lainnya;lainnya
oh tinay;i think there's a lot of bug in the system. it's not friendly user compare to lalamove. :) ang hirap mag request ! laging umuulit. ang hassle !;20;29/12/2020 03:07;tidak puas;netral;sistem aplikasi;sistem aplikasi
regielyn franco;could'nt log in...;10;29/12/2020 03:04;tidak puas;tidak puas;lainnya;sistem aplikasi
Chinta Monroe;always 👍;50;29/12/2020 02:46;puas;tidak puas;lainnya;sistem aplikasi
John Bart Lovern Dumalag;where is the live chat in your app? i've been trying to reach out to you to follow up on my refund but i can't seem to find the live chat link.;30;29/12/2020 02:36;netral;netral;sistem aplikasi;sistem aplikasi
Dato Seathu;excellent;50;29/12/2020 02:14;puas;puas;lainnya;lainnya
MUHAMMAD ALLIF;good;50;29/12/2020 02:13;puas;puas;lainnya;lainnya
jueru-chan;its so frustrating everytime im gonna order it logs me out of my account and i tried to log in again and it says my account have been suspended its freaking frustrating;30;29/12/2020 01:47;netral;tidak puas;lainnya;sistem aplikasi
Ika Yuniarti Kusumawardhani;great app;50;29/12/2020 01:02;puas;puas;sistem aplikasi;sistem aplikasi
Md Anas Taher;grab is a special app. that's easy transport for humans to anywhere. thanks for being transported us.;50;29/12/2020 00:11;puas;puas;sistem aplikasi;sistem aplikasi
gabungan Army91;nice;50;29/12/2020 00:04;puas;puas;driver;driver
JOHN CHAN;great apps 👍;50;28/12/2020 23:37;puas;puas;sistem aplikasi;sistem aplikasi
jvboy makatugshit;not sure;20;28/12/2020 23:30;tidak puas;netral;lainnya;sistem aplikasi
Abrilangel Romero;very nice;50;28/12/2020 23:28;puas;puas;driver;driver
Mae Odono;i was charged 1200 just by adding my debit card without any transaction!!! grab is doing fraudulent activity when you add your cc/debit card!!! do not use cc/debit card for this app!!!;10;28/12/2020 20:58;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Areon Cadfael;i have download it for 3 times but keep failing on installing.. it sucks even if i need to give it 1 star. hope i can give minus star;10;28/12/2020 20:18;tidak puas;tidak puas;lainnya;sistem aplikasi
arby gaile;after i updated my app my default card details in my account was lost and i tried to add it back but it says it's in correct but i received a charge of 50 pesos like you usually do to make sure it's a valid card and yet it wasn't add 😔;20;28/12/2020 19:09;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Dave Nohel;my credit card doesn't get accepted although it meets grabs standards. what's the purpose of a good app if the user can't use it?;20;28/12/2020 18:48;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Boy Yehezkiel;pelit potongan;10;28/12/2020 16:42;tidak puas;netral;lainnya;lainnya
asha n.k;good;40;28/12/2020 16:39;puas;puas;lainnya;lainnya
Lucas Gabriel;ok;50;28/12/2020 16:26;puas;puas;lainnya;lainnya
Balinda diska;too difficult using ovo;20;28/12/2020 16:01;tidak puas;tidak puas;lainnya;lainnya
Abdillah Ali;ok;40;28/12/2020 15:58;puas;puas;lainnya;lainnya
Kenny Tai;super app;50;28/12/2020 15:51;puas;puas;sistem aplikasi;sistem aplikasi
Red little dot;app crashed when selecting delivery time;30;28/12/2020 15:17;netral;netral;sistem aplikasi;sistem aplikasi
Dave Arellano;napakapanget ng sistema nyo!!!! napakatagal dumating ung order ko samantalang di naman ako gaano kalayoan sa store . sabi ng rider nyo may kasabay daw ako na order . ang lamig na ng pagkain ko sino pa gaganahan dyan. lilipat nalang ako da foodpanda atleast don mabilis labg dumating . sge tuloy nyo lang yang sistema nyo napaka bulok ng mawalan kayo ng customer nyo . nakakadismaya gamitin apps nyo. napakawalang kwenta. ilang beses na yan sa rider tapos napakabagal dumating ng order ko;10;28/12/2020 15:12;tidak puas;tidak puas;sistem aplikasi;lainnya
AHMAD YUSUF;hantar lh kt kpg;10;28/12/2020 15:02;tidak puas;tidak puas;lainnya;lainnya
yoyok budi;good services;50;28/12/2020 14:21;puas;puas;lainnya;lainnya
Ginanjar Putro;cant to use. always error;10;28/12/2020 14:06;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Andriyana Puspa R;i cant install grab. please fix it and tell me why;10;28/12/2020 14:00;tidak puas;tidak puas;lainnya;sistem aplikasi
Jason Tan;i did'nt received my order and seek help from customer service. and was told unable to proceed with my case after they found that order were arrive and delivered. i wonder do they even check if the driver sent the order to the right person.;10;28/12/2020 13:59;tidak puas;tidak puas;driver;sistem aplikasi
lydia febriana;sampai saat ini app grab masih selalu memuaskan pelanggannya baik dengan sistem app nya maupun diskon2 merchant nya..top bgt pokoknya..;50;28/12/2020 13:41;puas;puas;sistem aplikasi;driver
Hikmawan Jamaluddin;very helpfully;50;28/12/2020 13:37;puas;puas;lainnya;lainnya
Ardy Udung;why my point won't go up??it still 13 point since february.and i always take grab where ever i go since i don't own car..fix it and ill change my rate to 5 ⭐;40;28/12/2020 13:08;puas;tidak puas;lainnya;sistem aplikasi
Slamet Wahyudin;best app;50;28/12/2020 12:59;puas;puas;sistem aplikasi;sistem aplikasi
bartolome ferraren;upgrade;50;28/12/2020 12:29;puas;netral;lainnya;sistem aplikasi
Dominador Kungkaw;wow;50;28/12/2020 12:21;puas;puas;lainnya;lainnya
Yoshi the Bruh Reindeer (Yoshi);bagus ini. gue suka banget sama aplikasi ini makasih ya grab holdings.;50;28/12/2020 11:56;puas;puas;sistem aplikasi;driver
John Mickle Igot (Mikoy);it was all good up to the point that i was banned for no apparent reason. also it won't let me file a claim;20;28/12/2020 11:48;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Phei Ling Wang Ling;awesome👌;50;28/12/2020 11:45;puas;puas;lainnya;lainnya
A Google user;good;50;28/12/2020 11:09;puas;puas;lainnya;lainnya
Suhaila Jaini;best service👍👍👍;50;28/12/2020 11:06;puas;puas;lainnya;lainnya
Zulfa Zc;good;50;28/12/2020 11:01;puas;puas;lainnya;lainnya
Marcus Darkman;not huawei friendly;10;28/12/2020 10:37;tidak puas;tidak puas;lainnya;sistem aplikasi
Lanstien toby dela peña;good;50;28/12/2020 10:31;puas;puas;lainnya;lainnya
Sazlina Zulkifli;best;50;28/12/2020 09:56;puas;puas;lainnya;lainnya
hafis sahrudin :3;fast and easy;50;28/12/2020 09:52;puas;puas;sistem aplikasi;sistem aplikasi
Sandhi Al Fath;good;40;28/12/2020 09:48;puas;puas;lainnya;lainnya
Bima R. Putra;terima kasih;50;28/12/2020 09:14;puas;puas;lainnya;lainnya
Evelyn Ch;bad navigation. real address location didn't match the map/gps on the app. imagine how to calculate price difference.;20;28/12/2020 08:58;tidak puas;netral;sistem aplikasi;sistem aplikasi
mdbappikhan94;nice;10;28/12/2020 08:48;tidak puas;puas;driver;driver
A Google user;good apps;40;28/12/2020 08:47;puas;puas;sistem aplikasi;sistem aplikasi
Steven G;one of the basic living tools in south east asia;50;28/12/2020 08:29;puas;puas;lainnya;sistem aplikasi
fuza fza;nice excellent;50;28/12/2020 08:07;puas;puas;driver;driver
Ruleen Guillen;i don't know why but i can't update my app. i am really disappointed;10;28/12/2020 08:06;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Sarimah Sahid;the driver friendly;50;28/12/2020 08:02;puas;puas;driver;driver
Nina Wiranti;good service;50;28/12/2020 08:00;puas;puas;lainnya;lainnya
Az. founder Az founder;good;50;28/12/2020 08:00;puas;puas;lainnya;lainnya
Qamar Abbas;extended;50;28/12/2020 07:55;puas;netral;lainnya;sistem aplikasi
Rudy Kurniawan;have a many promo;50;28/12/2020 07:46;puas;puas;lainnya;sistem aplikasi
Nurlaily Mahmud;so far i love use it to order my favorite food and hopefully there's more promo stuff;50;28/12/2020 07:02;puas;puas;lainnya;sistem aplikasi
M C B;grab food service is good 👍👍;50;28/12/2020 06:53;puas;puas;lainnya;lainnya
Andre Wibowo;saya menyukai aplikasi ini karena banyak sekali penawaran menarik dan ui nya sangat user friendly;50;28/12/2020 06:52;puas;puas;sistem aplikasi;sistem aplikasi
Quynh Anh Do;convenient;50;28/12/2020 06:51;puas;puas;lainnya;lainnya
Aaron Lucianz;good;50;28/12/2020 06:29;puas;puas;lainnya;lainnya
Gie Hope;please perbanyak promo dan jgn kemahalan hrgnya dari harga toko n jgn kebanyakan biaya ini itu;50;28/12/2020 06:02;puas;tidak puas;lainnya;driver
Langka Majahil;i like this apps;50;28/12/2020 05:43;puas;puas;sistem aplikasi;sistem aplikasi
Noor Almira Syafada;grab need website ver so people could use it without app;40;28/12/2020 05:41;puas;netral;sistem aplikasi;sistem aplikasi
Ducan Countess;great!;50;28/12/2020 05:38;puas;puas;lainnya;lainnya
alicia tham;driver please check b4 picking up the food. always missing food from certain restaurant like kfc.;40;28/12/2020 05:27;puas;tidak puas;driver;driver
Eilla ris;easy n fast n most important no hidden charge;50;28/12/2020 05:00;puas;puas;sistem aplikasi;sistem aplikasi
Rabiul Islam;good;50;28/12/2020 04:45;puas;puas;lainnya;lainnya
jantranaqiah thongcharoen;great apps;50;28/12/2020 04:33;puas;puas;sistem aplikasi;sistem aplikasi
Omar Osman;488 job cancelled shop close customer trying to cancelled do not know how.;20;28/12/2020 04:26;tidak puas;tidak puas;lainnya;sistem aplikasi
Haruhi Moe;good service when needed;50;28/12/2020 04:13;puas;puas;lainnya;lainnya
Ryle Yvo Gregore;none;50;28/12/2020 04:02;puas;netral;lainnya;lainnya
affandi mohamad;superb;50;28/12/2020 03:55;puas;puas;lainnya;lainnya
uLe uLs;sangat membatu aktivitas saya setiap hari/selama bekerja di daerah jakarta. dan diluar jakarta pun sangat membantu..;50;28/12/2020 03:47;puas;puas;driver;driver
irene sweet;driver grab food nya baik2 dan ramah walaupun kadang titik tujuan ga sama 😁;50;28/12/2020 03:23;puas;netral;driver;driver
Hanif;very good;50;28/12/2020 03:17;puas;puas;lainnya;lainnya
Puts;good;50;28/12/2020 02:42;puas;puas;lainnya;lainnya
lyra;update nya lama bgt mlsss keburu laper jg mau grab food bangke benerr;50;28/12/2020 02:34;puas;tidak puas;driver;driver
Marjo Andal;my account was suspended. it stated that i did order and did not appear at 4am. even i am sleeping at our house in caloocan and the order was created in quezon city. what a bunch of joke. i still have my money on my grab account. you people are scam. i will file a complaint to dti. 😡😡😡;10;28/12/2020 02:32;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Rakhmat Sucipto;ok;50;28/12/2020 02:31;puas;puas;lainnya;lainnya
Taxxi Channel;so good;50;28/12/2020 02:15;puas;puas;lainnya;lainnya
Mahatrywan Fhony;can't order grab food for restaurant with distance more than 2km from my place.;10;28/12/2020 02:12;tidak puas;tidak puas;lainnya;sistem aplikasi
saifullah mamir;great;50;28/12/2020 02:01;puas;puas;lainnya;lainnya
Suriany Makmur;nice service n tq;50;28/12/2020 01:52;puas;puas;driver;driver
Pairat Premsukvisarut;nice;50;28/12/2020 01:52;puas;puas;driver;driver
Ameen Abantas;the customer service of grab is 0 star better to download other app than download this garbage. it takes them 5 days to reply to me and still don't solve the problem. again and again im rating this 0 and 1 being the highest star.;10;28/12/2020 01:48;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Dear No OnePH;scammer! i used my debit card for payment. i was waiting for them to credit the remaining balance they took from my account. it has been more than 24 hours. no notification from y'all. i got my receipt.;10;28/12/2020 01:26;tidak puas;tidak puas;lainnya;sistem aplikasi
Brent nyiu;excellent;50;28/12/2020 00:50;puas;puas;lainnya;lainnya
MD Sharif;good;10;28/12/2020 00:15;tidak puas;puas;lainnya;lainnya
n3wbie2000;sucks cant mocs wallet with usa mobile number;10;28/12/2020 00:05;tidak puas;tidak puas;lainnya;sistem aplikasi
dxn peyarul Islam sume;ok apps grob;50;27/12/2020 23:48;puas;puas;sistem aplikasi;sistem aplikasi
Patrick Vicente;bad service. this app should be suspended.;50;27/12/2020 23:18;puas;tidak puas;sistem aplikasi;sistem aplikasi
Imran haq Uzzal;help full apps;50;27/12/2020 15:40;puas;puas;sistem aplikasi;sistem aplikasi
kenneth monteclaro;excellent;50;27/12/2020 15:14;puas;puas;lainnya;lainnya
A Google user;awesome service;50;27/12/2020 15:09;puas;puas;lainnya;lainnya
sucipto hery;easy to usefull;50;27/12/2020 14:28;puas;puas;sistem aplikasi;sistem aplikasi
Adila Amani;terbaikkkk 👍🏻❤️;50;27/12/2020 14:20;puas;puas;lainnya;lainnya
siap ready;keren tolong bikin telepon cs gratisnya;50;27/12/2020 14:05;puas;netral;lainnya;lainnya
Ipung Nimpuno;very helpful apps;50;27/12/2020 14:00;puas;puas;sistem aplikasi;sistem aplikasi
tRickstar;the cost of delivery worthless;10;27/12/2020 13:51;tidak puas;tidak puas;lainnya;sistem aplikasi
Erick W;great improvement;50;27/12/2020 13:47;puas;netral;lainnya;lainnya
simon hew;i have to wait for 5 days for them to credit back the money to my account... they cancel my order and have to wait for my money... better use to food panda next time;10;27/12/2020 13:28;tidak puas;tidak puas;lainnya;sistem aplikasi
Khem Thapa;very good survice;50;27/12/2020 13:26;puas;puas;lainnya;lainnya
Sharini Bakri;this app is amazing. very user friendly & it keeps the user informed at every stage of the process. any issue resolution is also addressed very quickly.;50;27/12/2020 13:17;puas;puas;sistem aplikasi;sistem aplikasi
Su Fern;good app;50;27/12/2020 12:56;puas;puas;sistem aplikasi;sistem aplikasi
Sudianto Wang;i just want to gove 1 star. that's it. thanks.;10;27/12/2020 12:54;tidak puas;netral;lainnya;sistem aplikasi
khaled alajmi;love it !;50;27/12/2020 12:35;puas;puas;lainnya;lainnya
Cameron Steeves;dumb app made by dumb people;10;27/12/2020 12:09;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Wanchanok Suwannarat;good app!;50;27/12/2020 12:06;puas;puas;sistem aplikasi;sistem aplikasi
pribadhi bagus;it's very useful application for me;50;27/12/2020 11:59;puas;puas;sistem aplikasi;sistem aplikasi
sam byk;very good offer and regular promotion;50;27/12/2020 11:57;puas;puas;lainnya;lainnya
Khairunnisa Jusni;easy to order;50;27/12/2020 11:53;puas;puas;sistem aplikasi;sistem aplikasi
Jerico Coronel;expensive;30;27/12/2020 11:45;netral;netral;lainnya;lainnya
Sapto Wibowo;a lot of promo. good.;50;27/12/2020 11:42;puas;puas;lainnya;lainnya
hendra kaka;good app;50;27/12/2020 11:39;puas;puas;sistem aplikasi;sistem aplikasi
Arumugam Sellapillai;excellent;50;27/12/2020 11:34;puas;puas;lainnya;lainnya
Avigail Postrado;there are no drivers available! don't make us wait for more than 30 mins if you don't have an available driver. such a waste of time!!;10;27/12/2020 11:27;tidak puas;tidak puas;driver;driver
Gav Lloyd;no driver accepting my orders. i've waited almost hour worse experience... i'll transfer other food service...;10;27/12/2020 11:06;tidak puas;tidak puas;driver;driver
Henny Rumui;gampang pesan;50;27/12/2020 10:50;puas;puas;lainnya;lainnya
Lina Herlina;driver sopan dan tidak pernah cancle;50;27/12/2020 10:10;puas;puas;driver;driver
A Google user;great experience. thank you;50;27/12/2020 10:08;puas;puas;lainnya;lainnya
Bayam Sari;good;50;27/12/2020 09:50;puas;puas;lainnya;lainnya
Melissa Aguirre;excellent;50;27/12/2020 09:44;puas;puas;lainnya;lainnya
Ivy Medrano;sorry na kanina;50;27/12/2020 09:30;puas;tidak puas;lainnya;lainnya
Machdalena (Jessica);very excellent;50;27/12/2020 09:25;puas;puas;lainnya;lainnya
Gona Ali;love to use it it's perfect to use it;50;27/12/2020 09:24;puas;puas;lainnya;sistem aplikasi
Reynald Jezreel Ramirez;grabfood is worse. makes you wait for 30 mins and if no driver found. it is cancelled;10;27/12/2020 09:20;tidak puas;tidak puas;driver;driver
